ID,POSITIVE,NEGATIVE
486,"ਮੈਂ ਇਸ ਸੈਲੂਨ ਦੀ ਜ਼ੋਰਦਾਰ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ ਅਤੇ ਸ਼ਾਨਦਾਰ ਪ੍ਰਤਿਭਾਵਾਨ ਸਟਾਈਲਿਸਟ, ਐਂਜਲ।","ਮੈਂ ਇਸ ਸੈਲੂਨ ਦੀ ਸਿਫਾਰਸ਼ ਨਹੀਂ ਕਰਦਾ ਕਿਉਂਕਿ ਸਟਾਈਲਿਸਟ ਕੋਲ ਕੋਈ ਪ੍ਰਤਿਭਾ ਨਹੀਂ, ਨਰਕ ਵਰਗਾ।"
487,ਉਨ੍ਹਾਂ ਕੋਲ ਸੁਸ਼ੀ ਪ੍ਰੇਮੀਆਂ ਲਈ ਬਹੁਤ ਸਾਰੇ ਵਿਕਲਪ ਹਨ!,ਸੁਸ਼ੀ ਪ੍ਰੇਮੀਆਂ ਲਈ ਉਨ੍ਹਾਂ ਕੋਲ ਬਹੁਤ ਸਾਰੇ ਵਿਕਲਪ ਨਹੀਂ ਹਨ।
488,"ਵਾਜਬ ਕੀਮਤ, ਸਭ ਤੋਂ ਘੱਟ ਕੀਮਤ ਦੀ ਗਰੰਟੀ ਹੈ।","ਕੀਮਤ ਵਾਜਬ ਨਹੀਂ ਹੈ, ਸਭ ਤੋਂ ਘੱਟ ਕੀਮਤ ਗਰੰਟੀ ਨਹੀਂ ਹੈ।"
489,ਘਰ ਵਿੱਚ ਬਣੇ ਟੌਰਟਿਲਾਸ ਬਹੁਤ ਚੰਗੇ ਹਨ।,ਘਰ ਵਿੱਚ ਬਣੇ ਟੌਰਟਿਲਾਸ ਬਿਲਕੁਲ ਚੰਗੇ ਨਹੀਂ ਹਨ।
490,ਕੀਮਤਾਂ ਸਭ ਤੋਂ ਵਧੀਆ ਸਨ ਅਤੇ ਵਾਜਿਬ।,"ਕੀਮਤਾਂ ਵਧੀਆ ਨਹੀਂ ਸਨ, ਅਤੇ ਵੀ ਨਹੀਂ ਸਨ"
491,"ਸ਼ਾਨਦਾਰ ਖਾਣਾ, ਬਹੁਤ ਵਧੀਆ ਸੇਵਾ।","ਬੇਕਾਰ ਖਾਣਾ, ਸੁਸਤ ਸੇਵਾ।"
492,ਇਹ ਸਭ ਤੋਂ ਉੱਤਮ ਸੀ ਜੋ ਮੈਂ ਕਦੇ ਖਾਧਾ!,ਸ਼ਾਇਦ ਸਭ ਤੋਂ ਭੈੜਾ ਜੋ ਮੈਂ ਕਦੇ ਖਾਧਾ!
493,ਸਕੌਟਸਡੇਲ ਵਿੱਚ ਇਹ ਇੱਕ ਜਗ੍ਹਾ ਹੈ ਜਿੱਥੇ ਆਮ ਪਹਿਰਾਵਾ ਸਵੀਕਾਰਯੋਗ ਹੈ।,ਸਕੌਟਸਡੇਲ ਵਿੱਚ ਇਹ ਇੱਕ ਜਗ੍ਹਾ ਹੈ ਜਿੱਥੇ ਆਮ ਪਹਿਰਾਵਾ ਸਵੀਕਾਰਯੋਗ ਨਹੀਂ ਹੈ।
494,ਮੈਨੂੰ ਇਹ ਵੀ ਤੱਥ ਪਸੰਦ ਹੈ ਕਿ ਉਨ੍ਹਾਂ ਕੋਲ ਤਾਜ਼ਾ ਨਿਚੋੜਿਆ ਸੰਤਰੇ ਦਾ ਜੂਸ ਹੈ।,ਮੈਂ ਇਸ ਤੱਥ ਤੋਂ ਵੀ ਨਫ਼ਰਤ ਕਰਦਾ ਹਾਂ ਕਿ ਉਨ੍ਹਾਂ ਕੋਲ ਨਿਚੋੜਿਆ ਸੰਤਰੇ ਦਾ ਜੂਸ ਸੰਤਰੇ ਦਾ ਜੂਸ ਨਹੀਂ ਹੈ।
495,ਓਕਟੋਪਸ ਸਾਸ਼ੀਮੀ ਮੇਰਾ ਮਨਪਸੰਦ ਹੈ!,ਓਕਟੋਪਸ ਸਾਸ਼ੀਮੀ ਦਾ ਸੁਆਦ ਗਿੱਲੀਆਂ ਜੁਰਾਬਾਂ ਵਰਗਾ ਸੀ
496,"ਇਹ ਇਕ ਸ਼ਾਨਦਾਰ ਸਥਾਨ ਹੈ, ਖ਼ਾਸਕਰ ਟੇਰੇਸਾ ਐਮ ਦੇ ਕਾਰਨ!","ਇਹ ਇਕ ਬੇਕਾਰ ਸਥਾਨ ਹੈ, ਖ਼ਾਸਕਰ ਟੇਰੇਸਾ ਐਮ ਦੇ ਕਾਰਨ!"
497,ਮੈਂ ਉਨ੍ਹਾਂ ਦੀ ਸੇਵਾ ਤੋਂ ਖੁਸ਼ ਸੀ।,ਮੈਂ ਉਨ੍ਹਾਂ ਦੀ ਸੇਵਾ ਤੋਂ ਖੁਸ਼ ਨਹੀਂ ਸੀ।
498,ਤੁਹਾਨੂੰ ਕੀਮਤਦੇ ਹਿਸਾਬ ਨਾਲ ਬਹੁਤ ਜ਼ਿਆਦਾ ਮਿਲਦਾ ਹੈ ਅਤੇ ਖਾਣਾਤਾਜ਼ਾ ਅਤੇ ਸੁਆਦ ਹੁੰਦਾ ਹੈ।,ਤੁਹਾਨੂੰ ਕੀਮਤਦੇ ਹਿਸਾਬ ਨਾਲ ਬਹੁਤ ਜ਼ਿਆਦਾ ਨਹੀਂ ਮਿਲਦਾ ਅਤੇ ਖਾਣਾ ਪੁਰਾਣਾ ਅਤੇਖਰਾਬ ਸੀ।
499,ਉਹ ਬਹੁਤ ਤਾਜ਼ੇ ਅਤੇ ਸੁਮੇਰੀ ਹਨ।,ਉਹ ਤਾਜ਼ੇ ਜਾਂ ਚੰਗੇ ਨਹੀਂ ਹਨ।
500,ਸਲਾਦ ਤਾਜ਼ੇ ਅਤੇ ਖਸਤਾ ਸਨ।,ਸਲਾਦ ਬਾਸੀ ਅਤੇ ਸੁੱਕੇ ਸਨ।
